1,0.0446666666666667
2,0.136666666666667
3,0.001
4,0.0993333333333333
6,0.499666666666667
13,0.000333333333333333
14,0.0153333333333333
17,0.00166666666666667
20,0.007
21,0.00366666666666667
25,0.0616666666666667
29,0.000333333333333333
33,0.001
38,0.006
40,0.000333333333333333
46,0.00133333333333333
47,0.00133333333333333
49,0.00333333333333333
51,0.064
54,0.000333333333333333
55,0.016
56,0.000333333333333333
58,0.00133333333333333
61,0.000666666666666667
64,0.000666666666666667
66,0.003
70,0.000333333333333333
71,0.001
73,0.00166666666666667
75,0.000666666666666667
83,0.00566666666666667
87,0.000333333333333333
90,0.000666666666666667
91,0.000333333333333333
94,0.000666666666666667
95,0.0173333333333333
97,0.000333333333333333
