1,4e-04
2,8e-04
3,0.000533333333333333
4,0.00346666666666667
8,0.000133333333333333
11,0.182266666666667
12,0.000266666666666667
13,0.0028
14,0.00933333333333333
17,0.0701333333333333
19,0.000266666666666667
20,0.0036
21,0.00466666666666667
22,0.118133333333333
23,0.123866666666667
24,0.000133333333333333
25,0.0141333333333333
26,0.0096
27,0.00386666666666667
30,0.110533333333333
33,0.00106666666666667
35,0.00106666666666667
38,0.0101333333333333
42,0.0766666666666667
43,0.0734666666666667
49,0.000266666666666667
51,0.0341333333333333
52,0.00266666666666667
53,0.0362666666666667
55,8e-04
56,0.00973333333333333
63,0.000533333333333333
64,0.0305333333333333
65,0.0429333333333333
66,0.000533333333333333
68,0.000266666666666667
75,0.00226666666666667
83,0.0106666666666667
85,0.000133333333333333
86,0.000533333333333333
87,0.00453333333333333
89,0.000133333333333333
91,4e-04
95,0.000266666666666667
98,0.00106666666666667
